dataset,question,correct_answers,generated_answer,is_correct,context_used
natural_questions,where does the phrase good bye felicia come from,"['a scene in the American stoner buddy crime comedy film Friday ( 1995 )', 'a scene in the American stoner buddy crime comedy film Friday ( 1995 )', 'intended as a dismissive kiss - off', 'a scene in the American stoner buddy crime comedy film Friday', 'came from a scene in the American stoner buddy crime comedy film Friday ( 1995 )']","It originates from a 1998 film called ""Friday.""",False,False
natural_questions,when does dragon ball super episode 113 start,"['October 29 , 2017', 'October 29 , 2017', 'October 29 , 2017', 'October 29 , 2017', 'October 29 , 2017']","It aired on November 18, 2017.",False,False
natural_questions,distinctive characteristics of animals classified as vertebrates include,"['have a vertebral column ( spine )', 'have a vertebral column', 'a vertebral column ( spine )', 'a vertebral column ( spine )', 'backbones']",A backbone/spinal column.,False,False
natural_questions,when was beowulf most likely composed when did it's events probably take place,"['700 -- 1000 AD', 'in the 7th century', 'over most of the sixth century']",Beowulf was most likely composed between 700 and 1000 AD. The events of the poem probably took place in the 6th and 8th centuries AD.,True,False
natural_questions,what does troubadour mean in george strait song,"['the narrator reflects on his life as a troubadour , feeling that he is content with what he has accomplished']","A troubadour is a wandering musician or poet, often associated with medieval romance and chivalry. In George Strait's song ""Troubadour,"" it refers to someone who sings about love and loss, even when experiencing them personally.",False,False
natural_questions,what are the three fifty shades of grey books,"['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed', 'Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']","Fifty Shades of Grey, Darker, and Grey.",True,False
natural_questions,who wrote the song going to kansas city,"['Jerry Leiber and Mike Stoller', 'Jerry Leiber', 'Mike Stoller', 'Jerry Leiber', 'Mike Stoller', 'Jerry Leiber', 'Mike Stoller']",Woody Guthrie and Wilbert Harrison.,False,False
natural_questions,when will the next got book be released,['may not be published until 2018 or later'],I don't know.,False,False
natural_questions,where is the tv series death in paradise filmed,"['the French island of Guadeloupe in the Lesser Antilles', 'the French Caribbean island of Guadeloupe', 'the French Caribbean island of Guadeloupe', 'the French Caribbean island of Guadeloupe', 'the French Caribbean island of Guadeloupe']",Primarily on the French Caribbean island of Guadeloupe.,True,False
natural_questions,who has the right to vote in philippines,"['Every citizen 18 years old or above on Election Day who has been a resident of the Philippines for at least a year and for at least six months in the place he is registering , and is not otherwise disqualified by law', 'Every citizen 18 years old or above on Election Day who has been a resident of the Philippines for at least a year and for at least six months in the place he is registering , and is not otherwise disqualified by law']",Filipino citizens aged 18 and above who are registered voters.,True,False
natural_questions,where did they film the game of thrones,"['Canada', 'Croatia', 'Iceland', 'Malta', 'Morocco', 'Spain', 'Northern Ireland', 'Scotland', 'United States', 'in Belfast and elsewhere in the United Kingdom , Canada , Croatia , Iceland , Malta , Morocco , Spain , and the United States']","Primarily in Northern Ireland, Croatia, Iceland, Spain, and Malta.",True,False
natural_questions,where is the niger delta on a map,['sitting directly on the Gulf of Guinea on the Atlantic Ocean in Nigeria'],"Southwestern Nigeria, southeastern Benin, and part of Cameroon.",False,False
natural_questions,how many pennsylvania house of representatives are there,"['203', '203 members', '203', '203', '203 members']",203.,True,False
natural_questions,what is most likely cause of algal blooms,"['an excess of nutrients , particularly some phosphates', 'an excess of nutrients , particularly some phosphates']","Nutrient pollution (e.g., from fertilizers)",False,False
natural_questions,who designed the first toy released by nintendo,"['Fusajiro Yamauchi', 'Gunpei Yokoi', 'Gunpei Yokoi']",Gunpei Yokoi.,True,False
natural_questions,who does the music for shimmer and shine,"['Joachim Svare', 'Joleen Belle', 'Melanie Fontana', 'Bobby Tahouri', 'Bobby Tahouri', 'Joachim Svare', 'Joleen Belle', 'Melanie Fontana', 'Bobby Tahouri', 'Joachim Svare', 'Joleen Belle', 'Melanie Fontana', 'Bobby Tahouri']",Ron Friedman.,False,False
natural_questions,who does the civil rights act of 1964 protect,['all Americans'],"It protects against discrimination based on race, color, religion, sex, or national origin.",False,False
natural_questions,when did the nfl start playing in london,"['2007', '2007', 'since 2007', 'October 28 , 2007', '2007']",2006,False,False
natural_questions,when did end of the road come out,"['June 30 , 1992', '1992', 'June 30 , 1992', 'June 30 , 1992']",1980,False,False
natural_questions,who are the judges on do you think you can dance,"['Nigel Lythgoe', 'Mia Michaels', 'Adam Shankman']",I don't know.,False,False
natural_questions,when do luke and lorelai get back together,['Say Goodbye to Daisy Miller'],"Season 6, episode 24.",False,False
natural_questions,who sang the songs on walk the line,"['Joaquin Phoenix', 'Reese Witherspoon', 'Waylon Payne', 'Johnathan Rice', 'Tyler Hilton', 'Shooter Jennings', 'Joaquin Phoenix ( as Johnny Cash ) , four songs by Reese Witherspoon ( as June Carter Cash ) , one song by Waylon Payne ( as Jerry Lee Lewis ) , one song by Johnathan Rice ( as Roy Orbison ) , two songs by Tyler Hilton ( as Elvis Presley ) , and one song by Shooter Jennings ( as Waylon Jennings )', 'Joaquin Phoenix', 'Reese Witherspoon', 'Waylon Payne', 'Johnathan Rice', 'Tyler Hilton', 'Shooter Jennings']",Johnny Cash.,True,False
natural_questions,who was the great wall of china built to defend against,"['nomads from Inner Asia', 'nomads from Inner Asia', 'nomads from Inner Asia', 'nomads from Inner Asia .', 'nomads from Inner Asia']",The Mongols and other nomadic groups.,False,False
natural_questions,who played the beast in the movie beauty and the beast,"['Dan Stevens', 'Dan Stevens', 'Dan Stevens', 'Dan Stevens', 'Adam Mitchell', 'Dan Stevens']",Luke Evans.,False,False
natural_questions,what features of muscle contraction can be determined from an emg (electromyogram),['electric potential generated'],"Force, timing, and rate of muscle activation.",False,False
natural_questions,what is the meaning of the word autumn,"['connotations of the passing of the year', 'fall']",The season after summer and before winter.,False,False
natural_questions,when did day light savings start in the us,"['March 19 , 1918', '1918', 'March 31 , 1918', 'March 11', 'March 11']","1916, though it wasn't consistently observed until World War II.",False,False
natural_questions,what is the secret of the law of attraction,['the belief that by focusing on positive or negative thoughts people can bring positive or negative experiences into their life'],Focus and belief.,False,False
natural_questions,how did the constellation bootes get its name,"[""from the Greek Βοώτης , Boōtēs , meaning `` herdsman '' or `` plowman '' ( literally , `` ox - driver '' ; from βοῦς bous `` cow '' )"", ""from the Greek Βοώτης , Boōtēs , meaning `` herdsman '' or `` plowman ''""]","Boötes means ""ox-herder"" in Greek.",False,False
natural_questions,what is don quixote's horse's name,"['Rocinante', 'Rocinante', 'Rocinante', 'Rocinante', 'Rocinante']",Rocinante.,True,False
natural_questions,what is the population of fayetteville north carolina,"['204,408 in 2013', '204,408 in 2013']","Approximately 215,000.",False,False
natural_questions,if i die before i wake feed jake original,['American country music band Pirates of the Mississippi'],I don't know.,False,False
natural_questions,in sons of anarchy who is sam crow,"['Sons of Anarchy Motorcycle Club , Redwood Original , referred to by the acronym SAMCRO or Sam Crow', ""the original and founding ( `` mother '' ) charter , Sons of Anarchy Motorcycle Club , Redwood Original""]",Sam Crow is a prospect and later an associate of the Sons of Anarchy Motorcycle Club Redwood Original (SAMCRO).,True,False
natural_questions,who plays the dad in pretty in pink,['Harry Dean Stanton'],Andrew McCarthy,False,False
natural_questions,who won an oscar for schindler's list,"['Steven Spielberg', 'Gerald R. Molen', 'Branko Lustig', 'Steven Zaillian', 'John Williams', 'Allan Starski', 'Ewa Braun', 'Michael Kahn', 'Janusz Kamiński', 'Steven Spielberg', 'Gerald R. Molen', 'Branko Lustig', 'Steven Zaillian', 'John Williams', 'Allan Starski', 'Ewa Braun', 'Janusz Kamiński', 'Michael Kahn']",Steven Spielberg.,True,False
natural_questions,what is the purpose of the bromophenol blue dye in the samples,"['a pH indicator', 'a color marker', 'a dye', 'as a pH indicator', 'a color marker', 'a dye']",To indicate pH changes.,False,False
natural_questions,who plays zoey in i love you man,"['Rashida Jones', 'Rashida Jones', 'Rashida Jones', 'Rashida Jones']",Olivia Wilde.,False,False
natural_questions,what is mercy mercy me by marvin gaye about,"['sorrow regarding the environment', 'the environment', 'sorrow regarding the environment', 'the environment']",Environmental degradation and its impact on humanity.,False,False
natural_questions,when was the mission san antonio de valero built,"['the 18th century', '1718', '1718']",1718,True,False
natural_questions,when did the first battle of ypres end,"['22 November 1914', '22 November 1914', '22 November 1914', '22 November 1914', '22 November 1914']","November 22, 1914",True,False
natural_questions,who had the best strike rate among batsmen who scored over 200 runs in the world cup,"['Chris Gayle', 'Rohit Sharma']",AB de Villiers.,False,False
natural_questions,what is the meaning of utang na loob,"[""`` a debt of one 's inner self ( loob ) . ''"", ""a debt of one 's inner self"", ""a debt of one 's inner self""]",A debt of gratitude or obligation to someone who has helped you.,False,False
natural_questions,when was the cat and mouse act introduced,"['1913', '1913', '1913', '1913', '1913']",1920,False,False
natural_questions,when does season 18 of law and order svu start,"['Wednesday , September 21 , 2016', 'Wednesday , September 21 , 2016', 'September 21 , 2016', 'Wednesday , September 21 , 2016', 'September 21 , 2016']","September 21, 2023.",True,False
natural_questions,when did lord howe island became a world heritage site,"['in 1982', '1982', '1982', 'in 1982']",2016,False,False
natural_questions,where did they live in sex and the city,"['New York City', 'New York City', 'New York City', 'New York City']",New York City.,True,False
natural_questions,when's the last time scotland won the calcutta cup,"['2018', '2018', '2018', '2018']",2018.,True,False
natural_questions,when does the new saw 8 come out,"['October 27 , 2017']",I don't know.,False,False
natural_questions,who won the 2017 women's wimbledon final,"['Garbiñe Muguruza', 'Garbiñe Muguruza', 'Garbiñe Muguruza', 'Garbiñe Muguruza']",Garbiñe Muguruza,True,False
natural_questions,what is the main objective of criminal law,"['Retribution', 'Deterrence', 'Incapacitation', 'Rehabilitation', 'Restoration', 'proscribes conduct perceived as threatening , harmful , or otherwise endangering to the property , health , safety , and moral welfare of people']",To deter crime and punish offenders.,False,False
natural_questions,what is the netflix show the ranch about,"['a dysfunctional family consisting of two brothers , their rancher father , and his divorced wife and local bar owner']",It's a comedy about a father and son who run a cattle ranch in Colorado.,False,False
natural_questions,who appoints the members of the board of governors of the federal reserve,"['the President', 'the President of the United States', 'the President of the United States', 'the President of the United States', 'the President of the United States']","The President of the United States, with Senate confirmation.",True,False
natural_questions,what is meant by the church is one,"['the oneness of the body , the church , through what Christians have in common , what they have communion in']","It refers to the Christian belief that despite denominational differences, all true Christians are united in Christ and form a single body.",False,False
natural_questions,the most common form of megalithic architecture in europe is,"['the portal tomb', 'portal tomb', 'the portal tomb', 'the portal tomb', 'portal tomb']",Passage tombs.,False,False
natural_questions,where is hallmark channel home and family filmed,"['Los Angeles , California', 'Los Angeles , California', 'Los Angeles , California', 'Los Angeles , California', 'Los Angeles , California']",I don't know.,False,False
natural_questions,number of degree of freedom for plane mechanism,"['six', 'two']",3,False,False
natural_questions,who plays dusty in the movie pure country,"['George Strait', 'George Strait', 'George Strait', 'George Strait', 'George Strait']",Jack Lemmon.,False,False
natural_questions,when was the last easter that fell on april 1st,"['2018', '2018', '2018']",1804,False,False
natural_questions,death march to parallel world rhapsody ep 5,['The Crazy Princess That Started With a Death March'],I don't know.,False,False
natural_questions,when did the passion of the christ come out,"['2004', '2004', 'February 25 , 2004', 'February 25 , 2004', '2004']",2004,True,False
natural_questions,who did the assyrians conquer in 722 bce,"['the ruling city of the Northern Kingdom of Israel , Samaria']",The Kingdom of Israel.,True,False
natural_questions,how many nfl teams has st louis had,"['four', 'four', 'four', 'four']",Two. The Rams and the Cardinals (formerly known as the St. Louis Browns).,False,False
natural_questions,how many players in football hall of fame,"['318', '318 individuals']",298,False,False
natural_questions,who missed the plane the day the music died,"['Waylon Jennings', 'Tommy Allsup', 'Waylon Jennings', 'Tommy Allsup']",Don McLean.,False,False
natural_questions,where does the river irk start and finish,"['east of Royton', 'merging with the River Irwell in Manchester city centre', 'rises to the east of Royton and runs west past Chadderton , Middleton and Blackley before merging with the River Irwell in Manchester city centre', 'the east of Royton', 'the River Irwell in Manchester city centre']","It starts in the Pennines, West Yorkshire, England, and finishes at the River Ouse, near Kellington, South Yorkshire.",False,False
natural_questions,where was the movie a walk among the tombstones filmed,"['New York City', 'New York City']","Pittsburgh, Pennsylvania.",False,False
natural_questions,what dynasty completed the great wall of china,"['Ming dynasty', 'Qing', 'Qin']",The Ming Dynasty.,True,False
natural_questions,who gave a speech to the democratic national convention in 1984,"['New York Governor Mario Cuomo', 'Senator Gary Hart', 'Rev. Jesse Jackson', 'Mario Cuomo', 'New York Governor Mario Cuomo', 'Senator Gary Hart', 'Rev. Jesse Jackson', 'Mario Cuomo', 'Gary Hart', 'Jesse Jackson']",Geraldine Ferraro,False,False
natural_questions,what is united nations declaration of human rights,"[""consists of thirty articles affirming an individual 's rights""]",A document adopted in 1948 outlining fundamental human rights applicable to all people everywhere.,False,False
natural_questions,who won women's singles us open 2017,"['Sloane Stephens', 'Sloane Stephens', 'Sloane Stephens', 'Sloane Stephens', 'Sloane Stephens']",Garbiñe Muguruza.,False,False
natural_questions,what nfl team has the most expensive super bowl ring,"['New England Patriots', 'New England Patriots', 'New England Patriots', 'New England Patriots', 'the New England Patriots']",The New England Patriots.,True,False
natural_questions,when will the flash season 4 episode 14 coming out,"['February 27 , 2018', 'February 27 , 2018', 'February 27 , 2018', 'February 27 , 2018']",I don't know.,False,False
natural_questions,what event caused the duma to establish a provisional government in russia,"['the abdication of Tsar Nicholas II of the Russian Empire', 'the abdication of Tsar Nicholas II of the Russian Empire on 2 March', 'the abdication of Tsar Nicholas II of the Russian Empire']",The February Revolution (1917).,False,False
natural_questions,who is the owner of phoenix mall in chennai,"['Phoenix Mills Limited and Sharyans Resources', 'Phoenix Mills Limited', 'Sharyans Resources']",Phoenix Mills Limited.,True,False
natural_questions,a request to the supreme court that it review a case that was already decided is made via a(n),"['a writ of certiorari', 'writ of certiorari']",writ of certiorari,True,False
natural_questions,when did the usa join world war one,"['April 1917', 'April 6 , 1917', 'April 1917', 'April 1917', 'in April 1917']",1917,True,False
natural_questions,where does the red badge of courage take place,['the field of battle'],During the American Civil War.,False,False
natural_questions,who sings don't take your guns to town,"['Johnny Cash', 'Johnny Cash', 'U2', 'Johnny Cash', 'Johnny Cash', 'Johnny Cash']",Johnny Holiday.,False,False
natural_questions,5 cities with the highest population in europe,"['Istanbul', 'Moscow', 'London', 'Saint Petersburg', 'Berlin', 'Istanbul', 'Moscow', 'London', 'Saint Petersburg', 'Berlin']","Istanbul, Moscow, London, Saint Petersburg, Kyiv.",True,False
natural_questions,what rights do eu citizens have under the privacy shield,['the benefits of the US Privacy Act'],"EU citizens had the right to access, correct, delete, and port their data transferred to US companies under the Privacy Shield framework.",False,False
natural_questions,who is the young man in hawthorne's my kinsman major molineux,"['Robin', 'Robin , a youth', 'Robin', 'Robin', 'Robin']",Robin Goodfellow.,True,False
natural_questions,when did the nba create the 3 point line,"['In the 1979 -- 80 season', 'the 1979 -- 80 season', '1979 -- 80 season', 'the 1979 -- 80 season', 'In the 1979 -- 80 season']",1979,True,False
natural_questions,what theater number was the aurora shooting in,"['9', 'Theater 9', 'in Theater 9 at the Century 16 multiplex', '9', '9']",Theater number 8.,False,False
natural_questions,who played ben stone son on law and order,['Michael Moriarty'],Jesse L. Martin.,False,False
natural_questions,who sang the them song for as told by ginger,"['Macy Gray', 'Melissa Disney , in character as Ginger', 'Cree Summer', 'R&B artist Macy Gray', 'Macy Gray', 'Melissa Disney', 'Cree Summer', 'Macy Gray']",Debbie Gibson.,False,False
natural_questions,where is dia de los muertos celebrated in mexico,"['throughout Mexico , in particular the Central and South regions', 'the Central and South regions', 'October 31', 'throughout Mexico , in particular the Central and South regions', 'throughout Mexico , in particular the Central and South regions']",Throughout Mexico.,True,False
natural_questions,how many farmers are there in the usa,['3.2 million'],Approximately 2 million.,False,False
natural_questions,who wrote the country song i can only imagine,"['Bart Millard', 'Bart Millard', 'Bart Millard', 'Bart Millard']","Merle Haggard wrote ""I Can Only Imagine"".",False,False
natural_questions,when did university stop being free in australia,"['1989', '1989', '1989', '1989', '1989']",1987,False,False
natural_questions,where do deer mice live in the us,"['fairly widespread across the continent , with the major exception being the southeast United States and the far north']","Deer mice are found throughout much of North America, including nearly all US states east of the Rockies and many western states as well.",False,False
natural_questions,the first line of http request message is called ____,"['status line', 'the status line', 'A status line', 'A request line']",Request Line,True,False
natural_questions,when did the battle of badr take place,"['Tuesday , 13 March 624 CE', 'Tuesday , 13 March 624 CE ( 17 Ramadan , 2 AH in the Islamic calendar )', '13 March 624', 'Tuesday , 13 March 624 CE ( 17 Ramadan , 2 AH in the Islamic calendar )', '13 March 624 CE ( 17 Ramadan , 2 AH in the Islamic calendar )']",624 CE.,True,False
natural_questions,where is the manifold absolute pressure sensor located,"[""internal combustion engine 's electronic control system""]",It's typically located in the intake manifold.,False,False
natural_questions,who is the captain of richmond football club,"['Trent Cotchin', 'Trent Cotchin', 'Trent Cotchin', 'Trent Cotchin']",Andrew Otten.,False,False
natural_questions,who is the supreme justice of the supreme court,"['John Roberts', 'John Roberts', 'John Roberts', 'John Roberts', 'John Roberts']",John Roberts,True,False
natural_questions,who wrote i want to dance with somebody by whitney houston,"['written by George Merrill and Shannon Rubicam of the band Boy Meets Girl', 'George Merrill', 'Shannon Rubicam', 'George Merrill and Shannon Rubicam', 'George Merrill and Shannon Rubicam of the band Boy Meets Girl']",George Merrill and Shannon Rubis.,True,False
natural_questions,the fellowship of the ring director's cut length,['228 minutes'],Approximately 204 minutes (3 hours and 24 minutes).,False,False
natural_questions,who has the highest corporate taxes in the world,"['Zambia', 'Gabon', 'Argentina', 'Bangladesh', 'Benin', 'Burundi', 'Pakistan']",Ireland.,False,False
natural_questions,where is most data stored on a computer,"['random - access memory ( RAM )', 'Primary storage ( also known as main memory or internal memory ) , often referred to simply as memory']",Hard drive or solid-state drive (SSD).,False,False
natural_questions,what song is played while raising the american flag,"[""`` Reveille ''"", ""`` Reveille ''"", 'Reveille']",The Star-Spangled Banner.,False,False
natural_questions,who won la liga in the last 10 years,"['Real Madrid', 'Barcelona', 'Atlético Madrid', 'Real Madrid', 'Barcelona', 'Atlético Madrid']","Barcelona (6), Real Madrid (4)",True,False
natural_questions,during which season does cape town receive rainfall,"['winter', 'summer', 'winter']",Winter.,True,False
natural_questions,when did the dust bowl end in oklahoma,"['1940', '1940', '1940']",The Dust Bowl effectively ended in Oklahoma around 1939 with increased rainfall and improved farming practices.,False,False
natural_questions,who sings my anaconda don't want none,['Sir Mix - a-Lot'],Nicki Minaj.,False,False
natural_questions,who sang i ran all the way home,"['The Impalas', 'The Impalas', 'The Impalas', 'The Impalas', 'The Impalas']",The Gaslight Anthem,False,False
natural_questions,what is the population of keystone heights florida,"['1,350', '1,461', '1,461', '1,350']","Approximately 5,300.",False,False
natural_questions,capital of georgia the former soviet republic 7 letters,"['Tbilisi', 'Tbilisi', 'Tbilisi']",Tbilisi,True,False
natural_questions,when does the new season of are you the one come on,['2018'],I don't know.,False,False
natural_questions,who sang i dig rock and roll music,"['Peter , Paul and Mary', 'American folk group Peter , Paul and Mary', 'Peter , Paul and Mary', 'American folk group Peter , Paul and Mary', 'Peter , Paul and Mary']",Ron Dante,False,False
natural_questions,what is the meaning of cc and bcc,"['Carbon copy to secondary recipients', 'Blind carbon copy to tertiary recipients who receive the message', 'Carbon copy', 'Blind carbon copy']",CC (carbon copy) shows recipients that a copy of the email was sent to them. BCC (blind carbon copy) hides recipients from each other.,True,False
natural_questions,the victim was asking for it is an example of a,"['Victim blaming', 'Victim blaming', 'Victim blaming']",Victim blaming.,True,False
natural_questions,what is the name of a camel with 2 humps,"['Bactrian , or two - humped camel ( C. bactrianus )', 'Bactrian', 'Bactrian', 'the Bactrian']",Bactrian camel,True,False
natural_questions,when was the last time the dodgers went to the world seris,['2012'],2020,False,False
natural_questions,where do you find the adjusted gross income,"['calculated by subtracting Above - the - line deduction from gross income', 'by subtracting Above - the - line deduction from gross income']","On Form 1040, line 11.",False,False
natural_questions,who plays big momma in big mommas house,"['Martin Lawrence', 'Martin Lawrence', 'Martin Lawrence', 'Ella Mitchell', 'Martin Lawrence']",Nia Long.,False,False
natural_questions,who received the most (but not a majority of) electoral votes in 1824,"['Andrew Jackson', 'Andrew Jackson', 'Andrew Jackson', 'Andrew Jackson']",Henry Clay.,False,False
natural_questions,how did orchestra change in the romantic period,"['a dramatic expansion in the size of the orchestra and in the dynamic range and diversity of instruments used in this ensemble', 'a dramatic expansion in the size of the orchestra and in the dynamic range and diversity of instruments used in this ensemble']","Increased size, expanded instrumentation (e.g., more brass, percussion), and greater dynamic range.",False,False
natural_questions,who plays the walking boss in cool hand luke,"['Morgan Woodward', 'Morgan Woodward', 'Morgan Woodward', 'Morgan Woodward', 'Morgan Woodward']",Dennis Hopper.,False,False
natural_questions,what is the third book in the lunar chronicles,"['Cress', 'Cress', 'Cress', 'Cress', 'Cress']",Cress.,True,False
natural_questions,how many seasons of rules of engagement is there,"['seven', '7', '7', 'seven', '7']",7 seasons.,True,False
natural_questions,where does the red river start and end in louisiana,['the Texas Panhandle'],The Red River starts in North Dakota and ends at the Mississippi River in central Louisiana.,False,False
natural_questions,who won the super heavyweight gold medal at the 2000 olympics,"['Audley Harrison', 'Audley Harrison']",Audrys Juška.,False,False
natural_questions,where can i get a state issued id,"[""each state 's DMV"", 'DMV', 'DMV', 'DMV']",Your local Department of Motor Vehicles (DMV) or equivalent agency.,True,False
natural_questions,who is the ceo of what's up,"['Jan Koum', 'Jan Koum', 'Jan Koum']",Will Cathcart.,False,False
natural_questions,where does cerebrospinal fluid flow to when it exits the cerebral aqueduct,"['fourth ventricle', 'the fourth ventricle']",The fourth ventricle.,True,False
natural_questions,who translated the play neel darpan into english,"['Michael Madhusudan Dutta', 'Michael Madhusudan Dutta', 'Reverend J. Long', 'Reverend J. Long']",I don't know.,False,False
natural_questions,what must be present for a combustion reaction to occur,"['a fuel ( the reductant ) and an oxidant', 'a fuel ( the reductant )', 'an oxidant , usually atmospheric oxygen']","Fuel, oxidizer, and ignition source.",False,False
natural_questions,the supreme court only have original jurisdiction in two kinds of cases,"['in all cases affecting ambassadors , other public ministers and consuls , and those in which a state shall be party .', 'in the case of disputes between two or more states']","Cases involving ambassadors and other public ministers, and those in which a state is a party.",True,False
natural_questions,under the federal unemployment tax act which party pays unemployment taxes,"['Employers', 'Employers', 'the employer']",Employers pay unemployment taxes.,True,False
natural_questions,what is meant by thin film in physics,"['a layer of material ranging from fractions of a nanometer ( monolayer ) to several micrometers in thickness', 'a layer of material ranging from fractions of a nanometer ( monolayer ) to several micrometers in thickness']",A thin film is a layer of material with a thickness ranging from 1 to 100 nanometers.,False,False
natural_questions,what is the oldest street in the philippines,"['Colon Street', 'Colon Street', 'Cebu City', 'Colon Street', 'Colon Street']",Arellano Street in Manila.,False,False
natural_questions,the gulf stream the world's fastest ocean current flows along the western side of this water body,['Atlantic ocean'],The Atlantic Ocean.,True,False
natural_questions,in florida it is illegal to sell alcohol before 1 pm on any sunday. this is an example of,"['Blue laws in the United States', 'Blue laws', 'Blue laws']",A blue law.,False,False
natural_questions,who is the most selling music artist of all time,"['The Beatles', 'The Beatles']",The Beatles.,True,False
natural_questions,what class of ship is the carnival glory,"['Conquest - class cruise ship', 'Conquest - class cruise ship', 'Conquest', 'a Conquest - class cruise ship', 'Conquest - class cruise ship']",Cruise ship.,True,False
natural_questions,how many nuclear power plants in washington state,['3'],5,False,False
natural_questions,when did mcdonald's sell 1 million burgers,['By 1965'],I don't know.,False,False
natural_questions,when did the united states host the world cup,"['1994', '1994', '1994', '1994']",1994 and 2026 (co-host with Canada and Mexico),True,False
natural_questions,who played mike stivic on all in the family,"['Rob Reiner', 'Rob Reiner', 'Rob Reiner', 'Rob Reiner', 'Rob Reiner']",Rob Reiner,True,False
natural_questions,where is the college championship game being played at,"['Mercedes - Benz Stadium in Atlanta , Georgia', 'Mercedes - Benz Stadium in Atlanta , Georgia', 'Mercedes - Benz Stadium in Atlanta , Georgia', 'Mercedes - Benz Stadium in Atlanta , Georgia']","Miami Gardens, Florida.",False,False
natural_questions,the secret of crickley hall how many episodes,['3'],6,False,False
natural_questions,who replaces the vice president in the senate,['Speaker of the House of Representatives'],The President Pro Tempore.,False,False
natural_questions,who sang what i like about you originally,"['American rock band The Romantics', 'The Romantics .', 'The Romantics', 'American rock band The Romantics', 'The Romantics']",The Del-Vikings.,False,False
natural_questions,what is the latest version of chrome for linux,"['67.0', '67.0. 3396', '67.0', '67.0. 3396', '67.0']","123.0.6312.138 (stable channel) as of May 15, 2024.",False,False
natural_questions,gestational sac and yolk sac but no baby at 7 weeks,"['A blighted ovum or anembryonic gestation ( anembryonic pregnancy )', 'an anembryonic gestation']",I don't know.,False,False
natural_questions,who is the first indian who got oscar for lifetime achievement,['Mehboob Khan'],I don't know.,False,False
natural_questions,when did the ship hector arrived in pictou,"['1773', '1773', '1773']",I don't know.,False,False
natural_questions,when is the last time wisconsin missed the ncaa tournament,['1997 -- 98'],2017,False,False
natural_questions,who played peter benton's sister on er,"['Jackie Robbins', 'Jackie Robbins']",Eriq Ebouaney.,False,False
natural_questions,who sang on the back in black album,"['Brian Johnson', 'Malcolm Young', 'Cliff Williams', 'Malcolm Young', 'Cliff Williams', 'Brian Johnson', 'Brian Johnson', 'Malcolm Young', 'Cliff Williams', 'Brian Johnson', 'Malcolm Young', 'Cliff Williams', 'Brian Johnson', 'Malcolm Young', 'Cliff Williams']",Black Sabbath.,False,False
natural_questions,who played gareth in four weddings and a funeral,"['Simon Callow', 'Simon Callow', 'Simon Callow', 'Simon Callow', 'Simon Callow']",John Hannah,False,False
natural_questions,who is the actor that plays saul on grace and frankie,"['Sam Waterston', 'Sam Waterston', 'Sam Waterston', 'Sam Waterston', 'Sam Waterston']",Luis Guzmán.,False,False
natural_questions,who sang the song oh what a lonely boy,"['Andrew Gold', 'Andrew Gold', 'Andrew Gold']",Frankie Lymon & The Teenagers.,False,False
natural_questions,who won the 2017 ncaa mens basketball tournament,"['North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina']",North Carolina,True,False
natural_questions,when was christmas first celebrated as a holiday,"['early - to - mid fourth century', '336', '336']",The first recorded Christmas celebration was in Rome in 336 AD.,True,False
natural_questions,the fresh prince of bel air season 3 episode 11,['A Funny Thing Happened on the Way to the Forum'],"""Banks Shot""",False,False
natural_questions,where did the cultivation of agriculture first arise,['eleven separate regions of the Old and New World'],The Fertile Crescent.,False,False
natural_questions,how many plane surfaces does a cylinder have,"['two parallel planes', 'two']",Three.,False,False
natural_questions,in which city are the wimbledon game held,"['Wimbledon , London', 'Wimbledon , London', 'London', 'London', 'London']",London.,True,False
natural_questions,the taj mahal served as an example of aesthetic value for this kind of function,['the paradise garden ( charbagh )'],Mausoleum,False,False
natural_questions,who played the first phantom of the opera,"['Michael Crawford', 'Michael Crawford', 'Michael Crawford']",Michael Crawford.,True,False
natural_questions,what was the lowest barometric pressure for hurricane irma,"['914 mbar ( hPa ; 27.0 inHg )', '914 mbar ( hPa )']",904 millibars (26.7 inches of mercury),False,False
natural_questions,why does cooling water run through the condenser,"['condense the steam', 'to condense the steam coming out of the cylinders or turbines']",To condense the refrigerant vapor back into a liquid.,False,False
natural_questions,when does a cell have condensed visible chromosomes also known as sister chromatids,['metaphase'],During mitosis and meiosis.,False,False
natural_questions,who played bat masterson in the tv series,"['Gene Barry', 'Gene Barry', 'Gene Barry', 'Gene Barry', 'Gene Barry']",Adam West.,False,False
natural_questions,when did michael jordan get his last ring,"['1998', '1998', '1998', '1998']",2006,False,False
natural_questions,who played caesar in planet of the apes war,"['Andy Serkis', 'Andy Serkis', 'Andy Serkis', 'Andy Serkis', 'Andy Serkis']",Mark Rolston.,False,False
natural_questions,when did men's curling start in the olympics,"['1998', '1998 Nagano Games', '1924', '1998', '1998']",1924,True,False
natural_questions,which hormone is released from the ruptured follicle or corpus luteum,"['estrogen', 'progesterone', 'estradiol', 'inhibin A', 'estrogen']",Progesterone.,True,False
