dataset,question,correct_answer,generated_answer,is_correct,context_used
ru_rag,Когда было построено здание Кунсткамеры?,1714 г,1727–1730 гг.,False,False
ru_rag,Когда завершилась Берлинская операция?,2 мая 1945 года,2 мая 1945 года.,True,False
ru_rag,Когда закончились Средние века?,1500 год,Около 1492 года.,False,False
ru_rag,Когда заложена крепость Владикавказ?,25 апреля 1784 года,1803 год.,False,False
ru_rag,Когда образовалось Российское государство?,1918 г,Около 1240 года.,False,False
ru_rag,Когда образовался Таможенный союз?,1 января 2010 г,1 января 2010 года.,True,False
ru_rag,Когда образована Красная армия?,28 января 1918,28 марта 1918 года.,False,False
ru_rag,Когда образована РСФСР?,1917 г,1918 год.,False,False
ru_rag,Когда образована ФСБ?,12 апреля 1995 г,3 апреля 1995 года.,False,False
ru_rag,Когда основаны Люберцы?,1623,1147 год.,False,False
ru_rag,Когда подписан договор о капитуляции Германии?,8 мая 1945 года,7 мая 1945 года.,False,False
ru_rag,Когда подписан договор о ненападении между СССР и Германией?,23 августа 1939 года,23 августа 1939 года.,True,False
ru_rag,Когда произошло разделение христианства на католицизм и православие?,1054 год,Примерно в 1054 году.,True,False
ru_rag,Когда родилась Лидия Скобликова?,8 марта 1939 г,19 марта 1924 года.,False,False
ru_rag,Когда убит Троцкий?,21 августа 1940 года,20 августа 1940 года.,False,False
ru_rag,Когда учреждена должность президента РФ?,в 1991 году,12 июня 1990 года.,False,False
ru_rag,Когда учреждена медаль За оборону Москвы?,1.05.1944,7 ноября 1941 года.,False,False
ru_rag,Когда учреждено звание Героя Российской Федерации?,20 марта 1992 года,1993 год.,False,False
ru_rag,Какая высота у Эйфелевой башни?,300 м,"330 метров (1,083 feet)",False,False
ru_rag,Какая плотность у глицерина?,"1,26 г/см³",1.26 g/cm³,False,False
ru_rag,Какова плотность керосина?,"819 кг/м3, 819 г/л","Примерно 0,8 г/см³.",False,False
ru_rag,Какой атомный номер водорода?,1,1,True,False
ru_rag,Какой атомный номер у алюминия?,13,13.,True,False
ru_rag,Какой атомный номер у кислорода?,8,8,True,False
ru_rag,Какой атомный номер у платины?,78,78,True,False
ru_rag,Какой атомный номер элемента кальций?,20,20,True,False
ru_rag,При какой температуре кипит вода?,100°C,100 градусов Цельсия (100 degrees Celsius).,False,False
ru_rag,При какой температуре плавится алюминий?,"660,3°C",660.32 degrees Celsius (1220.58 degrees Fahrenheit),False,False
ru_rag,В каком году умер Фредди Меркьюри?,24 ноября 1991,1991.,False,False
ru_rag,В каком году умерла Юлия Началова?,2019 г,2019 год.,True,False
ru_rag,Когда был образован Тюркский каганат?,В 552 г,582 год нашей эры.,False,False
ru_rag,В каком году снят фильм Любовь и голуби?,1985,1984 год.,False,False
ru_rag,В каком месяце подписан пакт о ненападении между СССР и Германией?,23 августа 1939 года,Август.,False,False
ru_rag,Когда был образован Совет экономической взаимопомощи?,5 января 1949 г,1949 год.,False,False
ru_rag,Какая температура замерзания воды?,0,0 градусов Цельсия.,True,False
ru_rag,Какая твердость у алмаза?,10,10 по шкале Мооса.,True,False
ru_rag,Какова удельная теплоемкость золота?,25.418,0.129 Дж/(г·°C),False,False
ru_rag,Какой атомный номер у углерода?,6,6,True,False
ru_rag,Сколько дней продолжалась Курская битва?,50,53 дня.,False,False
ru_rag,Сколько дней продолжалась осада Рязани?,5,37 days.,False,False
ru_rag,Сколько лет продолжалась Столетняя война?,116,116 лет.,True,False
ru_rag,Сколько дней продолжалось сражение на Курской дуге?,50,12 дней.,False,False
ru_rag,Сколько лет длилась война в Афганистане?,10,10 years (1979-1989),True,False
ru_rag,Сколько лет длилась Первая пуническая война?,23,23 года.,True,False
ru_rag,Сколько лет длилось восстание Спартака?,2,70-71 гг. до н.э. (2 года),True,False
ru_rag,Какое имя получено при рождении Чингисханом?,Тэмүжин,Темучин.,False,False
ru_rag,Какая площадь озера Имандра?,876 км²,982 square kilometers.,False,False
ru_rag,Когда написан Герой нашего времени?,1839 г,1840 год.,False,False
ru_rag,Когда написана песня Катюша?,1938 г,1943 год.,False,False
ru_rag,В каком году Гоголь написал Мертвые души?,1842 год,1842,True,False
ru_rag,Какая глубина озера Алаколь?,54 м,Около 20-30 метров.,False,False
ru_rag,Какой протяженностью МКАД?,"108,9 км",109 километров.,False,False
ru_rag,Когда издан приказ 227 Ни шагу назад?,28 июля 1942 года,26 июля 1942 года.,False,False
ru_rag,В каком году была Бородинская битва?,7 сентября 1812 года,1812 год.,False,False
ru_rag,В каком году произошла Невская битва?,15 июля 1240 г,1240 год.,False,False
ru_rag,Когда распущен Коминтерн?,15 мая 1943г,1943 год.,False,False
ru_rag,В каком году сняли первый фильм?,Первый фильм был снят в 1895 году - «Прибытие поезда на вокзал Ла-Сиоты,1895 год.,False,False
ru_rag,Какова высота водопада Анхель?,1283 метра,97 метров.,False,False
ru_rag,Когда впервые в летописи упоминается Москва?,4 апреля 1147 года,1147 год.,False,False
ru_rag,С какого года вручается Нобелевская премия?,1901,1901.,True,False
ru_rag,Какова протяженность Садового кольца?,15.6,13 километров.,False,False
ru_rag,В каком месяце был запущен первый советский спутник Земли?,4 октября 1957 года,Октябре.,False,False
ru_rag,Сколько сезонов в Ворониных?,24,6,False,False
ru_rag,В каком году открыт памятник пельменю в Миассе?,5 января 2018 года,2016 год.,False,False
ru_rag,Какая площадь Азовского моря?,39 000 км2,"Approximately 30,900 square kilometers (11,900 sq mi).",False,False
ru_rag,Кто является матерью Децла?,Ирина Анатольевна Толмацкая,Инесса Мавриновна Евтушенко.,False,False
ru_rag,В каком направлении творил Есенин?,"новокрестьянские поэты, имажинизм, лирика",Символизм и имажинизм.,False,False
ru_rag,В каком стиле построен ГУМ?,псевдорусский стиль,Неоклассицизм.,False,False
ru_rag,Какой архитектурный стиль здания Двенадцати коллегий?,Петровское барокко,Барокко.,False,False
ru_rag,Кем был основан город Владимир?,Владимиром Святославичем,Владимиром Мономахом.,False,False
ru_rag,Кто изготовил Царь пушку?,Андрей Чохов,Андрей Чохов.,True,False
ru_rag,Кто была мать Суворова?,Авдотья Феодосьевна Суворова,Мать Суворова была Иродионовна Суворова.,False,False
ru_rag,Кто написал гимн Удмуртской республики?,Т.Г. Владыкина и А.А. Шепталин,Владимир Соколоев и Юрий Ветров.,False,False
ru_rag,Кто победитель чемпионата мира по хоккею 2019?,Финляндия,Финляндия.,True,False
ru_rag,Кто отец Тимати?,Ильдар Юнусов,Рашид Мамедов.,False,False
ru_rag,В каком году закончили выпускать автомобиль оку?,2008,2011 год.,False,False
ru_rag,В каком году изобретен шампунь?,в 1903 году,1908 год.,False,False
ru_rag,Где происходит оплодотворение яйцеклетки у женщины?,В маточных трубах,В маточной трубе (в фаллопиевой трубе).,False,False
ru_rag,Где сформировался импрессионизм как направление?,во Франции в,Франция.,False,False
ru_rag,Как официально называется Собор Василия блаженного?,Собор Покрова Пресвятой Богородицы на Рву,"Храм Покрова Пресвятой Богородицы, что на Рву.",False,False
ru_rag,На чем играл Крылов?,первая скрипка,Он играл на скрипке. (He played the violin.),False,False
ru_rag,На чем играл Незнайка?,"балалайка, скрипка, труба",Он играл на балалайке.,False,False
ru_rag,Где была сформирована докучаевская школа почвоведения?,Докучаевская научная школа почвоведения возникла и сформировалась на естественном отделении Физико-математического факультета Санкт-Петербургского университета,В России.,False,False
ru_rag,Где создали компас?,Китай,Китай.,True,False
ru_rag,В каком направлении писал Бунин?,Реализм,Имажинизм.,False,False
ru_rag,В каком направлении создавал комедию Недоросль Фонвизин?,В направлении классицизма,Сатирическом.,False,False
ru_rag,В каком году издан манифест О вольности дворянской?,1762,1762 год.,True,False
ru_rag,Из чего сделано стекло?,"кварцевый песок, сода и известь",Песок.,False,False
ru_rag,Какого роста был Петр 1?,"2,03 м",Примерно 2 метра (6 футов 3 дюйма).,False,False
ru_rag,Какое издательство выпускало сатирический журнал Крокодил?,Рабочая газета,Издательство Правда.,False,False
ru_rag,Кто изобрел радио?,"Гульельмо Маркони, Александр Степанович Попов, Реджинальд Обри Фессенден, Уильям Дюбилье",Guglielmo Marconi.,False,False
ru_rag,Что содержит в себе микропроцессор?,"миллионы транзисторов, соединенных между собой тончайшими проводниками из алюминия или меди и используемых для обработки данных","Микропроцессор содержит арифметико-логическое устройство (АЛУ), процессор управления и память регистров.",False,False
ru_rag,Как мать Григория Перельмана?,Любовь Лейбовна Штейнгольц,Я не знаю.,False,False
ru_rag,В каком году впервые был описан птичий грипп?,1878,1878 год.,True,False
ru_rag,Какой архитектурный стиль имеет Биг Бен?,неоготика,Неоготика.,True,False
ru_rag,Какой архитектурный стиль у здания музея Гуггенхайма в Бильбао?,деконструктивизм,Деконструктивизм.,True,False
ru_rag,Какой по счёту планетой от Солнца является Нептун?,8,Восьмой.,False,False
ru_rag,Какая по счету планета от Солнца Юпитер?,5,Пятая.,False,False
ru_rag,Какая причина смерти ученого Карла Линнея?,инсульт,Stroke.,False,False
ru_rag,Кто основал игровую компанию Sega?,"Мартин Бромли, Ирвин Бромберг, Джеймс Хамперт",David Rosen and Kazuhisa Hashimoto.,False,False
ru_rag,Кем была основана Александрия?,Александр Македонский,Александром Македонским.,False,False
ru_rag,Кто основал город Петрозаводск?,Петр I,Николай I.,False,False
ru_rag,Кто является основателем Севастополя?,Фома Фомич Мекензи,Христофор Колумб.,False,False
ru_rag,Кто является основателем города Самара?,Григорий Засекин,I don't know.,False,False
ru_rag,Кто является основателем Владивостока?,Николай Николаевич Муравьёв-Амурский,Алексеем Чижиковым.,False,False
ru_rag,Кто является основателем Липецка?,Петр I,I don't know.,False,False
ru_rag,Кто является отцом Рианны?,Рональд Фенти (Ronald Fenty),Ronald Fenty.,False,False
ru_rag,Кто спроектировал Кёльнский собор?,Герхард фон Риле,Несколько архитекторов проектировали Кёльнский собор на протяжении веков.,False,False
ru_rag,У берега какой реки расположен Соликамск?,Кама,Камы.,False,False
ru_rag,У какой реки стоит город Муром?,Ока,Река Мура.,False,False
ru_rag,На какой реке стоит Череповец?,Шексна,На реке Волге и Шексне.,False,False
ru_rag,Какая страна является победителем Чемпионата мира по биатлону 2011?,Германия,Норвегия.,False,False
ru_rag,Кто спроектировал Mercedes-AMG GT?,"Роберт Лесник, Марк Фетерстон, Ян Кауль",Гордон Вагнер (Gordon Wagner).,False,False
ru_rag,Какова высота Биг Бена?,96,96 метров.,True,False
ru_rag,Какой высоты Храм Христа Спасителя?,103,103 метра.,True,False
